,hemisphere_id,id,is_injection,max_voxel_density,max_voxel_x,max_voxel_y,max_voxel_z,normalized_projection_volume,projection_density,projection_energy,projection_intensity,projection_volume,experiment_id,structure_id,sum_pixel_intensity,sum_pixels,sum_projection_pixel_intensity,sum_projection_pixels,volume
0,3,629885306,False,0.0265390444546938,5880,6830,3390,1.09416334719402e-05,6.96179422939695e-06,0.00236198498384377,339.278195536149,1.14809848085046e-06,168164230,268,33914093568.0,134623808.0,317979.412963867,937.223249673843,0.1649141648
1,3,629885313,False,0.244855403900146,5120,3710,5700,0.00181163018458594,4.83774174438485e-05,0.0073927186639939,152.813421108611,0.000190093176500559,168164230,275,526068973824.0,3207655792.0,23713296.8411865,155178.103265762,3.9293783452
2,1,629884946,False,0.115435220301151,7770,2300,910,0.000315988279591285,1.03805955462705e-05,0.00262002343001636,252.396253985414,3.31564445743561e-05,168164230,247,649666160384.0,2607411612.0,6831479.51513672,27066.4853668213,3.1940792247
3,1,629884574,False,0.185101926326752,4760,6820,5140,0.000234874558291707,2.95892705024191e-05,0.00785895686001695,265.601575387755,2.4645234576416e-05,168164230,826,110038067200.0,679927504.0,5343520.921875,20118.5588378906,0.8329111924
4,1,629884895,False,0.360310643911362,9920,1540,5370,0.0123034185871775,0.000109960342991937,0.0578752693193526,526.328563049285,0.00129098970692363,168164230,323,1097210455264.0,9584083860.0,554681434.57676,1053869.14850909,11.7405027285
5,2,629884043,False,0.524755656719208,9430,4920,9550,0.0185030190262432,0.000552205169689623,0.334821288782309,606.334940635382,0.00194150974711914,168164230,918,575973335040.0,2870139584.0,960983834.5,1584905.91601562,3.5159209904
6,2,629884090,False,0.035340704023838,11770,4440,6780,4.00683362532155e-05,5.02069542562822e-06,0.000512669736053795,102.111305236816,4.2043444519043e-06,168164230,968,161803419648.0,683594112.0,350458.03125,3432.11791992188,0.8374027872
7,1,629884601,False,0.391190022230148,12970,7450,5420,0.00407023053246057,0.000209660909604281,0.038450863212347,183.395477294922,0.00042708664140625,168164230,784,18744654624.0,1662885888.0,63939396.0,348642.15625,2.0370352128
8,1,629884659,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,168164230,690,2429924352.0,58300200.0,0.0,0.0,0.071417745
9,1,629884359,False,0.302916079759598,7160,6710,4470,0.000997437506474734,1.24889966173214e-05,0.00294148456305265,235.526092529297,0.000104660468554687,168164230,1097,1090131269792.0,6840991232.0,20122670.0,85437.1171875,8.3802142592
10,2,629884016,False,1.0,9070,1320,7380,0.082709902838927,0.00362159312774519,2.61400228859596,721.782430105129,0.00867869628828125,168164230,886,393447985664.0,1956224728.0,5113575916.0,7084650.03125,2.3963752918
11,3,629885878,False,0.230947732925415,11070,4060,2020,0.000438007476403123,8.15495653008328e-06,0.00110925735976561,136.022473654348,4.59598395019531e-05,168164230,1064,943312928768.0,4600666624.0,5103323.3125,37518.236328125,5.6358166144
12,3,629885408,False,0.0943650305271149,10350,6430,3200,0.000171093045339916,6.50938283369684e-05,0.0021971399308637,33.7534292727393,1.79526819229126e-05,168164230,413,611034464.0,225140400.0,494664.962890625,14655.2505493164,0.27579699
13,1,629884309,False,0.0333057306706905,6880,3330,3350,5.16959043837735e-06,6.79873267017683e-07,5.47664167243056e-05,80.5538635253906,5.42441761016846e-07,168164230,262,71361855488.0,651312000.0,35670.0234375,442.809600830078,0.7978572
14,3,629885841,False,0.251037955284119,5590,1670,6220,0.000203870718831187,1.62027866179252e-05,0.0108041442569349,666.807785086934,2.1392021875e-05,168164230,1015,285323804672.0,1077769856.0,11644381.0,17462.875,1.3202680736
15,2,629883939,False,1.0,9080,1480,7600,0.741267746629558,0.0180886784520207,47.8003175287288,2642.55443843047,0.0777807423353516,168164230,776,367886251008.0,3510178132.0,167787629292.0,63494483.5390625,4.2999682117
16,1,629884401,False,0.105396158993244,10590,4120,2360,0.000248631702748708,8.26067298476119e-06,0.00133786455262452,161.955871582031,2.60887627929687e-05,168164230,1041,479434473472.0,2578113024.0,3449166.0,21296.94921875,3.1581884544
17,1,629884679,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,168164230,662,3199855616.0,17704800.0,0.0,0.0,0.02168838
18,1,629884891,False,0.0175882820039988,3800,4920,2230,2.2512697156267e-06,4.63013719809169e-07,0.000161123680300079,347.988983154297,2.36224266433716e-07,168164230,328,115633496064.0,416480384.0,67104.8515625,192.836135864258,0.5101884704
19,3,629885314,False,0.381425738334656,7420,1190,7270,0.000594643238728237,0.00143787051151762,0.545988990514905,379.720556295876,6.2395528125e-05,168164230,312782570,4345767936.0,35424000.0,19341114.0,50935.125,0.0433944
20,2,629883744,True,0.580973267555237,9450,760,7080,6.80030761234485e-05,1.0,7483.70849609375,7483.70849609375,7.13551853027344e-06,168164230,501,43591952.0,5824.9130859375,43591952.0,5824.9130859375,7.13551853027344e-06
21,1,629884541,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,168164230,872,9830102016.0,68801400.0,0.0,0.0,0.084281715
22,1,629884523,False,0.0345193222165108,3780,5540,4300,1.38804095671906e-05,3.47589138982585e-06,0.000234444480156526,67.44873046875,1.45646234436035e-06,168164230,900,4856670720.0,342055808.0,80193.09375,1188.94885253906,0.4190183648
23,2,629884103,False,0.470336079597473,7130,840,8520,0.0019069213529757,0.000432374887168407,0.239080384373665,552.946960449219,0.000200092016796875,168164230,981,57032245248.0,377775008.0,90318592.0,163340.421875,0.4627743848
24,1,629884524,False,0.0137194758281112,10760,5020,5670,7.67475749372042e-07,2.69821867959763e-07,2.60374508798122e-05,96.4986724853516,8.0530731010437e-08,168164230,898,32002363392.0,243639904.0,6343.76220703125,65.739372253418,0.2984588824
25,2,629883768,False,0.625383257865906,9130,2650,10130,0.134789042647236,0.00827030813040747,5.39801110481174,652.697701185383,0.0141433265421875,168164230,541,278645577216.0,1396026908.0,7535768752.0,11545572.6875,1.7101329623
26,1,629885044,False,0.251379787921906,3860,5340,2350,0.000605558073156259,6.64426972353305e-05,0.0262436689025241,394.981991919636,6.35408145996094e-05,168164230,119,217113855296.0,780673496.0,20487736.75,51870.052734375,0.9563250326
27,1,629884340,False,0.257549554109573,11300,6060,3150,0.000890531536892009,0.000195132161024958,0.0204150807112455,104.62181854248,9.34428947265625e-05,168164230,1123,963150200.0,390914112.0,7980543.5,76279.9140625,0.4788697872
28,2,629884080,False,0.164468497037888,8770,2800,10520,0.000107160243864712,7.14932539267465e-05,0.0256183352321386,358.332183837891,1.12442546630859e-05,168164230,959,19593504768.0,128389504.0,3289125.25,9178.9833984375,0.1572771424
29,2,629883512,False,1.0,6770,2910,7600,0.431293221464617,0.0807644948363304,255.132247924805,3158.96557617188,0.0452553171,168164230,155,220204367872.0,457417792.0,116702027776.0,36943116.0,0.5603367952
30,1,629884983,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,168164230,203,3205634304.0,27583200.0,0.0,0.0,0.03378942
31,1,629884392,False,0.00809011608362198,9420,4310,4800,5.78326038115255e-07,1.23344477742648e-07,5.8746322793013e-06,47.6278457641602,6.06833748817444e-08,168164230,1052,23150782464.0,401618688.0,2359.36206054688,49.5374488830566,0.4919828928
32,2,629883567,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,168164230,231,1381105920.0,19378800.0,0.0,0.0,0.02373903
33,1,629884407,False,0.066279835999012,6570,5100,3680,3.99231172841619e-05,1.79407015821198e-05,0.00128131150268018,71.4192504882812,4.1891067199707e-06,168164230,1031,7745290752.0,190610096.0,244230.90625,3419.67895507812,0.2334973676
34,2,629883903,False,0.00293641048483551,12740,4920,6140,1.01344353182471e-07,4.65118539486456e-08,2.39955952756542e-06,51.5902791192715,1.06339970380068e-08,168164230,720,11546697600.0,186636592.0,447.84561252594,8.68081390857697,0.2286298252
35,1,629885070,False,0.248455256223679,9240,2200,2370,0.000471562538103192,0.000433540059020743,0.362718552350998,836.643676757812,4.94807502929687e-05,168164230,74,18042900480.0,93168896.0,33794088.0,40392.44921875,0.1141318976
36,1,629884363,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,168164230,1092,4518799360.0,49785300.0,0.0,0.0,0.0609869925
37,1,629884399,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,168164230,1044,2599558400.0,27514800.0,0.0,0.0,0.03370563
38,3,629885905,False,1.0,7990,2440,6270,0.81783315987147,0.0374191454256207,100.589793759053,2688.19056701867,0.0858147013282349,168164230,1100,440545798656.0,1872111632.0,188315322956.805,70052817.410804,2.2933367492
39,2,629883468,False,0.0288298465311527,11760,4930,7980,8.06192227421168e-06,2.50666630563501e-06,0.000144316698424518,57.5731620788574,8.45932258605957e-07,168164230,96,47072309248.0,275488192.0,39757.546875,690.556945800781,0.3374730352
40,3,629885132,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,168164230,20,239311945728.0,1443974400.0,0.0,0.0,1.76886864
41,3,629885827,True,1.0,9720,1120,7160,1.00000005019603,0.996208813988766,10333.5959710542,10372.9216464961,0.1049293546,168164230,997,889028345856.0,85982592.0,888509366272.0,85656616.0,0.1053286752
42,2,629883914,False,0.561311185359955,7460,3460,7650,0.00541786986185387,0.000627048022579402,0.255999773740768,408.261840820312,0.000568493559375,168164230,733,114638544896.0,740097024.0,189464672.0,464076.375,0.9066188544
43,1,629884751,False,0.322967618703842,8570,880,4280,0.00430475745164656,0.00285386620089412,1.84568083286285,646.72998046875,0.0004516953984375,168164230,565,29789196288.0,129204000.0,238469344.0,368730.9375,0.1582749
44,3,629885396,False,0.0121261682361364,6150,6580,4240,1.19264715592207e-06,2.41786341589574e-06,0.000230199978532638,95.2080158950403,1.25143690054712e-07,168164230,390,6204937472.0,42251400.0,9726.27137297392,102.158114330377,0.051757965
45,3,629885721,False,0.147194117307663,4940,2620,9820,0.000813212226394221,9.91487099475644e-05,0.0252929384674916,255.101034404462,8.53298297851562e-05,168164230,878,141370351616.0,702550784.0,17769573.75,69657.00390625,0.8606247104
46,2,629883976,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,168164230,830,36191694848.0,169227904.0,0.0,0.0,0.2073041824
47,3,629885860,False,0.00293641048483551,12740,4920,6140,9.73625422093187e-08,1.13525235935309e-07,5.90196927530661e-06,51.9881700899505,1.0216188203427e-08,168164230,1039,3743635968.0,73461600.0,433.568106114864,8.33974547218531,0.08999046
48,1,629885064,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,168164230,88,74193190912.0,319767296.0,0.0,0.0,0.3917149376
49,3,629885781,False,0.425462067127228,10040,7120,5810,0.014404271432972,0.000971540963940374,0.125544366249761,129.22189687255,0.00151143082907715,168164230,948,35888522144.0,1269963008.0,159436701.0,1233821.08496094,1.5557046848
50,3,629885862,False,0.0414495393633842,11870,6570,5550,9.80636022332925e-05,1.85336603686821e-05,0.00102892322443219,55.5164605352785,1.02897499755859e-05,168164230,1043,7837398528.0,453218400.0,466326.9375,8399.7958984375,0.55519254
51,2,629883659,False,0.287873864173889,5080,2310,9720,0.000347501474051343,2.19093965004428e-05,0.00435512444889244,198.778841252174,3.64631035644531e-05,168164230,353,335807783168.0,1358585976.0,5916811.0,29765.798828125,1.6642678206
52,1,629885084,False,0.0365148037672043,7330,2880,5050,3.44240069773283e-06,4.09290849054401e-07,8.18164722918431e-05,199.898122523058,3.61208865356445e-07,168164230,51,102087199744.0,720427492.0,58942.8359375,294.864379882812,0.8825236777
53,1,629884957,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,168164230,234,36468887552.0,140768096.0,0.0,0.0,0.1724409176
54,3,629885465,False,0.0603121370077133,6300,1670,6860,8.75805270296014e-06,1.67296688706225e-05,0.00316129930131842,188.963650492192,9.1897677154541e-07,168164230,510,3669965952.0,44841600.0,141757.71875,750.185119628906,0.05493096
55,3,629885171,False,0.0280057061463594,8760,3090,3660,3.9179596875164e-06,3.25609453575628e-05,0.00245225315447083,75.3127136679175,4.11108960723877e-07,168164230,75,416772560.0,10306800.0,25274.8828125,335.599151611328,0.01262583
56,1,629884319,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,168164230,917,285211936.0,4190400.0,0.0,0.0,0.00513324
57,3,629885598,True,1.0,9720,1120,7160,1.0,0.996208718032264,10333.5972333146,10372.9239126975,0.104929349332964,168164230,695,889028285483.5,85982595.9660034,888509515787.5,85656611.7003784,0.105328680058354
