,hemisphere_id,id,is_injection,max_voxel_density,max_voxel_x,max_voxel_y,max_voxel_z,normalized_projection_volume,projection_density,projection_energy,projection_intensity,projection_volume,experiment_id,structure_id,sum_pixel_intensity,sum_pixels,sum_projection_pixel_intensity,sum_projection_pixels,volume
0,1,634162782,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,478782005,773,10066168832.0,127188896.0,0.0,0.0,0.1558063976
1,2,634161659,False,0.0924123153090477,6970,6640,6650,0.000329075215366101,1.75399800355081e-05,0.00413308804854751,235.638122558594,5.05893059082031e-06,478782005,614,17677946880.0,235447200.0,973124.0,4129.7392578125,0.28842282
2,1,634162588,False,0.249331891536713,4910,3630,1260,0.0168757603589221,0.000380132638383657,0.07551109790802,198.644058227539,0.000259434002734375,478782005,873,59672891392.0,557128832.0,42069408.0,211782.859375,0.6824828192
3,3,634164695,False,0.515643358230591,7360,590,7340,0.334289598307757,0.02252367281579,8.79211177540461,390.349826483049,0.0051390922078125,478782005,1066,25140345375.375,186256360.0,1637586736.0,4195177.3125,0.228164041
4,3,634163691,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,478782005,158,1693923584.0,47214000.0,0.0,0.0,0.05783715
5,3,634164856,False,0.0326369628310204,9960,5770,4340,7.62120608487568e-05,3.30631214521831e-06,0.00108034673905246,326.752796348914,1.17162128295898e-06,478782005,549009215,28663009280.0,289272608.0,312514.71875,956.425537109375,0.3543589448
6,3,634164076,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,478782005,545,264129.1953125,1800.0,0.0,0.0,2.205e-06
7,2,634161887,False,0.492247611284256,6590,1100,6730,0.404191313381331,0.00478219023793917,1.86908122792185,390.842090114614,0.00621370344628906,478782005,894,128850740928.0,1060687828.0,1982511708.0,5072410.9765625,1.2993425893
8,1,634163063,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,478782005,514,996820.25,10040400.0,0.0,0.0,0.01229949
9,3,634164382,False,0.363411843776703,9670,4300,10050,0.210063933713499,0.000158291240205015,0.0580401987365498,366.667155184189,0.00322934943340842,478782005,822,1943395687424.0,16654134592.0,966609281.504929,2636203.61910892,20.4013148752
10,2,634161443,False,0.0132708149030805,12620,6320,6060,2.22625852327549e-05,3.11979042082048e-07,5.47018698555754e-05,175.33828391328,3.42246599578857e-07,478782005,395,35410292736.0,895524832.0,48986.8828125,279.384979248047,1.0970179192
11,3,634164617,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,478782005,1004,15011559424.0,175519808.0,0.0,0.0,0.2150117648
12,2,634161867,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,478782005,859,651947328.0,12558600.0,0.0,0.0,0.015384285
13,1,634163242,False,0.00259467028081417,4540,4970,1750,3.3409321416395e-07,1.00670112246348e-08,1.86688828307524e-06,185.44612121582,5.13607316017151e-09,478782005,328,57906147328.0,416480384.0,777.522338867188,4.19271278381348,0.5101884704
14,1,634162306,False,0.259543687105179,8630,2530,3810,0.0162046333776302,1.0598048902466e-05,0.00254823290742934,240.443588256836,0.00024911665078125,478782005,1089,2709991417856.0,19188488192.0,48896736.0,203360.53125,23.5058980352
15,3,634163747,False,0.0153827117756009,12350,7040,6860,6.4114261238935e-05,1.56916083571236e-06,0.000346236495511776,220.650737408057,9.8563970285228e-07,478782005,235,12084164949.0,512760592.0,177536.430410624,804.603839063086,0.6281317252
16,3,634164242,True,1.0,7230,560,7640,1.0,0.816466600412141,3453.55292587356,4229.87654869196,0.0153731741395115,478782005,688,54777263008.625,15370536.7781982,53082962262.5938,12549529.9098053,0.0188289075532928
17,3,634164215,False,0.37143686413765,5590,7380,8510,0.0177018078592672,0.000272976703429002,0.0403046194233607,147.648568237045,0.000272132974804687,478782005,665,43424686080.0,813803392.0,32800036.0,222149.3671875,0.9969091552
18,1,634163343,False,0.239244118332863,7730,2400,2060,0.00191462475468715,0.00175294675864279,0.578271627426147,329.885437011719,2.9433859765625e-05,478782005,243,1437120256.0,13707000.0,7926369.0,24027.640625,0.016791075
19,1,634163350,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,478782005,238,579681728.0,43726500.0,0.0,0.0,0.0535649625
20,2,634161288,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,478782005,328,63384526848.0,416480384.0,0.0,0.0,0.5101884704
21,1,634163069,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,478782005,506,173584736.0,5330700.0,0.0,0.0,0.0065301075
22,3,634163998,False,0.603416621685028,6950,1110,7730,1.62526433384784,0.000680143531258401,0.32986977465723,485.000238180469,0.02498547162698,478782005,453,5787131798592.0,29988234000.0,9892211991.94827,20396303.3689632,36.73558665
23,3,634164435,False,0.0214878004044294,12160,7280,4090,2.55326490680896e-05,1.25347671592285e-06,0.000193889415037227,154.681305663089,3.92517860366777e-07,478782005,866,1602791552.0,255627200.0,49563.4082756042,320.422743156552,0.31314332
24,2,634161019,False,5.23125418112613e-05,8600,5860,5870,5.05927265163204e-09,3.97474164692824e-10,2.78131206954413e-08,69.9746627807617,7.77770794928074e-11,478782005,100,23942457792.0,159737408.0,4.442795753479,0.0634914934635162,0.1956783248
25,2,634161035,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,478782005,115,430770112.0,3266100.0,0.0,0.0,0.0040009725
26,3,634164515,False,0.01534962374717,8650,4970,4730,2.80610729698318e-05,5.68734539634534e-07,7.758381705783e-05,136.414815086991,4.31387761306763e-07,478782005,932,8533709944.25,619187424.0,48038.923828125,352.153274536133,0.7585045944
27,2,634161626,False,0.162744864821434,8930,1130,9140,0.00270261679570962,5.96551908529364e-05,0.0261638071388006,438.583923339844,4.15477986328125e-05,478782005,593,54544814080.0,568543488.0,14875262.0,33916.5703125,0.6964657728
28,1,634163370,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,478782005,226,25302022144.0,251989200.0,0.0,0.0,0.30868677
29,3,634164163,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,478782005,621,30957440000.0,319282208.0,0.0,0.0,0.3911207048
30,3,634164485,False,0.363411843776703,9670,4300,10050,0.204981914091884,0.00025079230886835,0.0926757164583118,369.531732757247,0.00315122266078491,478782005,909,1065137680384.0,10257199168.0,950593281.75,2572426.66186523,12.5650689808
31,3,634164078,False,0.140572607517242,8770,4010,3550,0.00382739521618724,2.63228381651185e-06,0.000614092942745725,233.292830694634,5.88392131591797e-05,478782005,549,2184546937344.0,18247276544.0,11205523.75,48032.0107421875,22.3529137664
32,2,634161295,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,478782005,332,469799456.0,2796300.0,0.0,0.0,0.0034254675
33,1,634163359,False,0.211691349744797,8110,1850,1860,0.00255219859296083,0.000350717513356358,0.156800374388695,447.084564208984,3.92353934082031e-05,478782005,233,16877415424.0,91323904.0,14319623.0,32028.892578125,0.1118717824
34,1,634162972,False,0.339166015386581,8010,1720,1620,0.0118898664290538,0.00101291167084128,0.371602475643158,366.865600585938,0.000182784987109375,478782005,600,19858673664.0,147310208.0,54740836.0,149212.234375,0.1804550048
35,3,634164251,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,478782005,694,84840415232.0,535435200.0,0.0,0.0,0.65590812
36,3,634164661,False,0.442500919103622,7720,1950,9190,0.105156616490718,0.0011313626167781,0.508760167658793,449.687978119379,0.00161659097723364,478782005,1038,212005322752.0,1166439552.0,593437982.039368,1319666.10386419,1.4288884512
37,2,634161455,False,0.649954319000244,9720,1950,9350,0.0369426899581227,0.000840593863529701,0.356803561485337,424.466055446918,0.000567926405908203,478782005,409,90626715648.0,551530784.0,196788148.0,463613.392578125,0.6756252104
38,1,634163133,False,0.00363148096948862,7050,1650,5570,2.51696283976132e-06,6.92939252644464e-08,9.60665056481957e-06,138.636260986328,3.86937080383301e-08,478782005,430,71852326912.0,455836512.0,4379.06201171875,31.5867004394531,0.5583997272
39,1,634163507,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,478782005,115,396730240.0,3266100.0,0.0,0.0,0.0040009725
40,2,634161870,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,478782005,864,389504317952.0,3006326724.0,0.0,0.0,3.6827502369
41,1,634162728,False,0.0319115966558456,5670,4220,5160,0.000189447293480133,6.43609746079679e-06,0.00167147310270314,259.702888727886,2.91240623292923e-06,478782005,824,12847290048.0,369396904.0,617436.989257812,2377.4744758606,0.4525112074
42,1,634162301,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,478782005,1092,3684379136.0,49785300.0,0.0,0.0,0.0609869925
43,3,634164331,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,478782005,773,20323755008.0,254377792.0,0.0,0.0,0.3116127952
44,2,634162014,False,0.0250829085707664,10430,5880,5940,1.36289082890889e-05,7.54763675558934e-07,0.000237319269217551,314.428588867188,2.09519580459595e-07,478782005,1043,2623112192.0,226609200.0,53778.73046875,171.036392211914,0.27759627
45,2,634161071,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,478782005,143,679005504.0,9846000.0,0.0,0.0,0.01206135
46,1,634162577,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,478782005,884,4599554048.0,73572304.0,0.0,0.0,0.0901260724
