,hemisphere_id,id,is_injection,max_voxel_density,max_voxel_x,max_voxel_y,max_voxel_z,normalized_projection_volume,projection_density,projection_energy,projection_intensity,projection_volume,experiment_id,structure_id,sum_pixel_intensity,sum_pixels,sum_projection_pixel_intensity,sum_projection_pixels,volume
0,2,653282319,False,0.0470040775835514,8090,7000,9330,1.86788914337985e-05,7.43169130146271e-06,0.00323077803477645,434.729858398438,5.75475272216797e-06,646525997,566,165150425088.0,632124928.0,2042255.375,4697.75732421875,0.7743530368
1,2,653282679,False,0.105748899281025,3350,3540,6380,0.000116355900220456,0.000317103142151609,0.25981742143631,819.346801757812,3.5847921484375e-05,646525997,1054,28067715072.0,92284200.0,23977044.0,29263.609375,0.113048145
2,1,653283435,False,0.135521441698074,6080,6150,5470,6.3115767091261e-05,0.000322438951116055,0.323769867420197,1004.12768554688,1.94452456542969e-05,646525997,347,12622858240.0,49230000.0,15939191.0,15873.669921875,0.06030675
3,1,653283507,False,0.707945346832275,5850,4180,4790,0.0277681491972229,0.0373417101800442,58.5430221557617,1567.76489257812,0.0085550490375,646525997,255,73158270976.0,187021792.0,10948820992.0,6983713.5,0.2291016952
4,3,653284354,False,0.106079757213593,6680,1200,3350,2.37364582522068e-05,3.52952933329555e-05,0.0317613133382436,899.873902126995,7.31293118896484e-06,646525997,182305701,79131230208.0,169136992.0,5372013.0,5969.73974609375,0.2071928152
5,3,653283815,False,0.133964985609055,2190,3480,4840,0.000189482008192013,0.000342819695539106,0.268901775492925,784.382516500574,5.83772386230469e-05,646525997,188,18013487616.0,139008608.0,37379661.5,47654.888671875,0.1702855448
6,1,653283038,False,0.353675156831741,8730,2700,3730,0.000540782623963024,0.00150535139255226,0.906270861625671,602.032775878906,0.000166608938671875,646525997,916,3182440448.0,90349200.0,81880848.0,136007.296875,0.11067777
7,3,653284463,False,0.442886382341385,9300,4720,4350,0.00949874161786852,0.00297414163002046,2.40899967782376,809.981492981954,0.00292645360546875,646525997,1052,120729624576.0,803237376.0,1934998580.0,2388941.71875,0.9839657856
8,1,653283428,False,0.141531899571419,6540,4870,1910,0.000265210415256012,0.00718486029654741,5.24404811859131,729.874755859375,8.17082943359375e-05,646525997,355,2501459968.0,9283500.0,48683120.0,66700.6484375,0.0113722875
9,1,653283631,False,0.317520618438721,3190,3090,4960,0.00457998079655969,0.00550314132124186,5.13861417770386,933.760192871094,0.001411039678125,646525997,84,60924407808.0,209311200.0,1075569536.0,1151869.125,0.25640622
